Sp.;Size;Number;Type;Morfology;Sample;Label_wet;Area_wet;StdDev_wet;X_wet;Y_wet;XM_wet;YM_wet;Perim._wet;BX_wet;BY_wet;Width_wet;Height_wet;Major_wet;Minor_wet;Angle_wet;Circ._wet;AR_wet;Round_wet;Solidity_wet;Feret_wet;FeretAngle_wet;MinFeret_wet;FeretX_wet;FeretY_wet;IntDen_wet;RawIntDen_wet;Median_wet;Skew_wet;Kurt_wet;%Area_wet;Slice_wet;Label_dry;Area_dry;StdDev_dry;X_dry;Y_dry;XM_dry;YM_dry;Perim._dry;BX_dry;BY_dry;Width_dry;Height_dry;Major_dry;Minor_dry;Angle_dry;Circ._dry;AR_dry;Round_dry;Solidity_dry;Feret_dry;FeretAngle_dry;MinFeret_dry;FeretX_dry;FeretY_dry;IntDen_dry;RawIntDen_dry;Median_dry;Skew_dry;Kurt_dry;%Area_dry;Slice_dry;Index of viability;Number shoots;Index1;Index2;Index of contamination
D. scoparium;Large;28;S;F. Apical;D. scoparium Large;DIGH (28).jpg;7,09E-02;3,48E+01;2,83E-01;2,22E-01;2,89E-01;2,23E-01;1,52E+00;8,28E-02;6,69E-02;4,41E-01;3,12E-01;3,89E-01;2,32E-01;2,76E+01;3,85E-01;1,68E+00;5,96E-01;8,21E-01;4,90E-01;2,58E+01;2,82E-01;7,80E+01;2,68E+02;5,00E+00;4,44E+06;6,30E+01;2,74E+00;1,03E+01;0,00E+00;1,00E+00;DIGS (28).jpg;4,41E-02;3,35E+01;2,82E-01;1,99E-01;2,66E-01;2,02E-01;1,83E+00;6,60E-02;7,97E-02;4,26E-01;2,55E-01;3,40E-01;1,65E-01;1,42E+01;1,66E-01;2,06E+00;4,86E-01;6,11E-01;4,48E-01;2,43E+01;2,32E-01;7,90E+01;3,18E+02;3,88E+00;3,53E+06;8,40E+01;2,65E-01;-6,36E-01;0,00E+00;1,00E+00;6;4;8;9,5;2
D. scoparium;Large;29;S;F. Intermedio;D. scoparium Large;DIGH (29).jpg;3,42E-02;3,40E+01;2,04E-01;2,19E-01;2,11E-01;2,12E-01;1,20E+00;2,79E-02;1,12E-01;3,49E-01;2,18E-01;2,84E-01;1,53E-01;1,75E+02;2,99E-01;1,86E+00;5,38E-01;7,17E-01;3,63E-01;1,64E+02;1,97E-01;2,60E+01;2,13E+02;2,38E+00;2,07E+06;6,20E+01;1,82E+00;4,93E+00;0,00E+00;1,00E+00;DIGS (29).jpg;2,86E-02;3,04E+01;2,26E-01;1,72E-01;2,24E-01;1,66E-01;1,04E+00;6,24E-02;8,06E-02;3,14E-01;1,94E-01;2,57E-01;1,42E-01;1,78E+02;3,31E-01;1,81E+00;5,53E-01;7,13E-01;3,29E-01;1,62E+02;1,80E-01;5,90E+01;1,60E+02;2,35E+00;2,04E+06;8,10E+01;2,78E-01;-3,70E-01;0,00E+00;1,00E+00;6;2;8,25;9,75;1
D. scoparium;Large;30;S;햜ice;D. scoparium Large;DIGH (30).jpg;5,49E-02;3,24E+01;2,55E-01;2,45E-01;2,66E-01;2,54E-01;1,39E+00;9,02E-02;1,13E-01;3,58E-01;2,53E-01;3,05E-01;2,29E-01;1,79E+02;3,57E-01;1,33E+00;7,54E-01;8,37E-01;3,58E-01;1,80E+02;2,50E-01;8,50E+01;2,59E+02;4,41E+00;3,91E+06;7,30E+01;1,64E+00;4,45E+00;0,00E+00;1,00E+00;DIGS (30).jpg;2,36E-02;3,14E+01;2,56E-01;2,51E-01;2,58E-01;2,49E-01;1,83E+00;1,61E-01;1,35E-01;2,78E-01;2,27E-01;2,21E-01;1,36E-01;1,47E+02;8,86E-02;1,62E+00;6,17E-01;5,33E-01;3,34E-01;1,39E+02;1,82E-01;1,65E+02;1,33E+02;2,45E+00;2,18E+06;1,02E+02;1,42E-01;-2,60E-01;0,00E+00;1,00E+00;6;1R;11,5;13;2
D. scoparium;Medium;1;S;햜ice;D. scoparium Medium;DIMH (1).jpg;2,06E-02;3,29E+01;2,42E-01;3,03E-01;2,45E-01;3,02E-01;1,47E+00;8,78E-02;2,02E-01;3,23E-01;1,60E-01;2,32E-01;1,13E-01;7,94E+00;1,19E-01;2,06E+00;4,85E-01;6,11E-01;3,24E-01;1,76E+02;1,59E-01;9,40E+01;3,58E+02;2,27E+00;2,60E+06;1,06E+02;9,42E-01;1,51E+00;0,00E+00;1,00E+00;DIMS (1).jpg;1,47E-02;3,46E+01;1,96E-01;1,88E-01;1,98E-01;1,86E-01;1,57E+00;4,42E-02;1,31E-01;3,03E-01;1,60E-01;2,20E-01;8,51E-02;1,69E+02;7,45E-02;2,58E+00;3,87E-01;4,89E-01;3,17E-01;1,60E+02;1,31E-01;5,30E+01;1,84E+02;1,94E+00;2,29E+06;1,31E+02;-1,53E-02;-2,67E-01;0,00E+00;1,00E+00;6;5;10,25;11,75;1
D. scoparium;Medium;2;S;F. Apical;D. scoparium Medium;DIMH (2).jpg;1,30E-02;2,91E+01;2,11E-01;1,54E-01;2,04E-01;1,53E-01;7,12E-01;2,64E-02;1,21E-01;3,10E-01;8,39E-02;2,82E-01;5,86E-02;1,73E+02;3,22E-01;4,81E+00;2,08E-01;8,23E-01;3,12E-01;1,74E+02;7,73E-02;2,90E+01;1,58E+02;1,16E+00;1,40E+06;9,20E+01;1,10E+00;5,49E+00;0,00E+00;1,00E+00;DIMS (2).jpg;7,05E-03;3,45E+01;1,94E-01;1,47E-01;1,85E-01;1,49E-01;6,39E-01;8,08E-02;9,17E-02;2,20E-01;1,64E-01;1,99E-01;4,50E-02;2,68E+01;2,17E-01;4,42E+00;2,26E-01;5,04E-01;2,62E-01;3,34E+01;7,12E-02;9,00E+01;2,82E+02;8,39E-01;1,02E+06;1,23E+02;-3,75E-01;-5,09E-01;0,00E+00;1,00E+00;6;4;8,25;9,75;1
D. scoparium;Medium;3;L;F. Apical;D. scoparium Medium;DIMH (3).jpg;1,86E-02;2,69E+01;2,85E-01;2,21E-01;2,82E-01;2,20E-01;8,33E-01;7,11E-02;1,82E-01;3,71E-01;9,33E-02;3,06E-01;7,75E-02;1,79E+02;3,38E-01;3,95E+00;2,53E-01;8,30E-01;3,71E-01;5,70E-01;9,28E-02;7,70E+01;2,34E+02;2,13E+00;2,50E+06;1,09E+02;2,18E+00;6,90E+00;0,00E+00;1,00E+00;DIMS (3).jpg;1,37E-02;2,90E+01;2,02E-01;1,81E-01;1,94E-01;1,72E-01;7,22E-01;3,90E-02;5,45E-02;2,61E-01;2,24E-01;2,80E-01;6,25E-02;1,36E+02;3,31E-01;4,48E+00;2,24E-01;8,16E-01;3,37E-01;1,39E+02;7,53E-02;4,30E+01;6,20E+01;1,40E+00;1,69E+06;9,80E+01;3,94E-01;-5,27E-01;0,00E+00;1,00E+00;6;0;5,5;5,5;2
D. scoparium;Medium;4;S;F. Intermedio;D. scoparium Medium;DIMH (4).jpg;8,41E-03;2,56E+01;1,32E-01;1,70E-01;1,35E-01;1,64E-01;4,21E-01;8,77E-02;1,12E-01;1,03E-01;1,35E-01;1,47E-01;7,29E-02;6,08E+01;5,98E-01;2,02E+00;4,96E-01;9,07E-01;1,60E-01;5,69E+01;8,05E-02;1,03E+02;2,69E+02;4,35E-01;5,21E+05;4,80E+01;2,56E+00;1,31E+01;0,00E+00;1,00E+00;DIMS (4).jpg;5,65E-03;3,45E+01;1,52E-01;1,44E-01;1,54E-01;1,41E-01;3,98E-01;7,01E-02;1,12E-01;1,44E-01;8,02E-02;1,46E-01;4,92E-02;1,60E+02;4,48E-01;2,98E+00;3,36E-01;8,31E-01;1,51E-01;1,60E+02;6,00E-02;7,90E+01;1,31E+02;4,94E-01;5,96E+05;9,40E+01;-2,92E-01;-7,82E-01;0,00E+00;1,00E+00;4;2;5,75;7,25;3
D. scoparium;Medium;5;S;F. Intermedio;D. scoparium Medium;DIMH (5).jpg;2,62E-02;3,09E+01;1,77E-01;2,01E-01;1,63E-01;2,09E-01;1,06E+00;4,34E-02;1,12E-01;3,03E-01;2,28E-01;2,80E-01;1,19E-01;3,26E+01;2,91E-01;2,35E+00;4,26E-01;6,99E-01;3,52E-01;3,22E+01;1,51E-01;4,70E+01;3,64E+02;1,61E+00;1,89E+06;5,70E+01;1,72E+00;5,66E+00;0,00E+00;1,00E+00;DIMS (5).jpg;1,81E-02;3,55E+01;1,99E-01;2,26E-01;1,99E-01;2,24E-01;1,06E+00;9,54E-02;9,91E-02;2,79E-01;2,13E-01;2,38E-01;9,67E-02;1,43E+02;2,03E-01;2,46E+00;4,07E-01;6,71E-01;3,37E-01;1,44E+02;1,29E-01;1,01E+02;1,13E+02;1,72E+00;1,93E+06;9,70E+01;1,91E-03;-9,04E-01;0,00E+00;1,00E+00;6;4;7,75;9,25;3
D. scoparium;Medium;6;S;F. Intermedio;D. scoparium Medium;DIMH (6).jpg;1,10E-02;2,01E+01;1,90E-01;1,49E-01;1,94E-01;1,51E-01;4,93E-01;9,13E-02;8,85E-02;1,95E-01;1,22E-01;2,25E-01;6,19E-02;1,53E+02;5,67E-01;3,64E+00;2,75E-01;9,54E-01;2,16E-01;1,50E+02;6,20E-02;1,06E+02;9,50E+01;8,68E-01;1,00E+06;7,70E+01;8,95E-01;2,09E+00;0,00E+00;1,00E+00;DIMS (6).jpg;8,40E-03;2,43E+01;1,41E-01;1,57E-01;1,42E-01;1,57E-01;4,63E-01;5,70E-02;8,13E-02;1,57E-01;1,53E-01;2,15E-01;4,97E-02;1,36E+02;4,92E-01;4,33E+00;2,31E-01;8,88E-01;2,04E-01;1,34E+02;5,33E-02;7,10E+01;9,40E+01;6,88E-01;7,88E+05;8,10E+01;6,99E-02;3,80E-01;0,00E+00;1,00E+00;6;0;6,75;8,25;3
D. scoparium;Medium;7;S;F. Intermedio;D. scoparium Medium;DIMH (7).jpg;2,71E-02;4,10E+01;2,09E-01;1,92E-01;2,27E-01;2,00E-01;8,89E-01;5,75E-02;1,09E-01;2,79E-01;1,61E-01;2,47E-01;1,40E-01;8,01E-01;4,30E-01;1,77E+00;5,65E-01;8,57E-01;2,85E-01;1,16E+01;1,56E-01;6,30E+01;2,08E+02;1,51E+00;1,82E+06;4,20E+01;2,36E+00;6,90E+00;0,00E+00;1,00E+00;DIMS (7).jpg;1,85E-02;2,71E+01;1,58E-01;1,89E-01;1,51E-01;1,82E-01;8,51E-01;3,10E-02;9,03E-02;2,20E-01;2,00E-01;2,21E-01;1,07E-01;1,40E+02;3,21E-01;2,07E+00;4,83E-01;7,40E-01;2,66E-01;1,45E+02;1,35E-01;3,70E+01;1,37E+02;1,49E+00;1,79E+06;8,10E+01;6,48E-02;-2,02E-01;0,00E+00;1,00E+00;6;2;7,75;9,25;3
D. scoparium;Medium;8;S;햜ice;D. scoparium Medium;DIMH (8).jpg;3,25E-02;2,03E+01;2,75E-01;2,34E-01;2,68E-01;2,34E-01;1,88E+00;6,25E-02;1,67E-01;4,16E-01;1,65E-01;3,71E-01;1,12E-01;8,22E+00;1,15E-01;3,31E+00;3,02E-01;7,19E-01;4,20E-01;8,17E+00;1,60E-01;6,60E+01;2,62E+02;2,75E+00;3,07E+06;8,30E+01;1,15E+00;6,85E+00;0,00E+00;1,00E+00;DIMS (8).jpg;2,12E-02;3,49E+01;2,42E-01;2,15E-01;2,49E-01;2,17E-01;1,04E+00;7,39E-02;1,14E-01;3,77E-01;1,76E-01;3,62E-01;7,45E-02;1,56E+02;2,46E-01;4,86E+00;2,06E-01;8,42E-01;4,02E-01;1,59E+02;8,76E-02;8,10E+01;1,32E+02;2,33E+00;2,74E+06;1,08E+02;1,84E-01;-2,61E-01;0,00E+00;1,00E+00;6;4;10,25;11,75;1
D. scoparium;Medium;9;S;햜ice;D. scoparium Medium;DIMH (9).jpg;2,18E-02;2,96E+01;2,57E-01;2,18E-01;2,52E-01;2,21E-01;1,21E+00;6,98E-02;1,21E-01;3,54E-01;1,71E-01;2,94E-01;9,44E-02;1,55E+01;1,86E-01;3,11E+00;3,21E-01;6,23E-01;3,67E-01;1,68E+01;1,27E-01;7,30E+01;3,03E+02;1,99E+00;2,17E+06;8,70E+01;1,57E+00;4,84E+00;0,00E+00;1,00E+00;DIMS (9).jpg;1,44E-02;3,38E+01;2,29E-01;2,06E-01;2,27E-01;2,03E-01;1,41E+00;5,29E-02;1,26E-01;3,16E-01;1,25E-01;2,43E-01;7,56E-02;1,73E+02;9,09E-02;3,22E+00;3,11E-01;5,07E-01;3,17E-01;1,75E+02;1,24E-01;5,60E+01;2,18E+02;1,40E+00;1,57E+06;9,40E+01;1,07E-01;-5,19E-01;0,00E+00;1,00E+00;6;5;10,25;10,25;1
D. scoparium;Medium;10;L;F. Intermedio;D. scoparium Medium;DIMH (10).jpg;1,66E-02;1,51E+01;2,19E-01;1,67E-01;2,23E-01;1,67E-01;7,51E-01;8,41E-02;8,88E-02;3,10E-01;1,43E-01;3,26E-01;6,51E-02;1,60E+02;3,71E-01;5,00E+00;2,00E-01;8,70E-01;3,22E-01;1,60E+02;7,89E-02;9,60E+01;1,11E+02;1,65E+00;1,85E+06;9,60E+01;2,07E+00;1,68E+01;0,00E+00;1,00E+00;DIMS (10).jpg;1,05E-02;2,06E+01;1,73E-01;1,90E-01;1,77E-01;1,93E-01;6,88E-01;8,40E-02;8,21E-02;2,33E-01;2,30E-01;2,79E-01;4,79E-02;1,32E+02;2,79E-01;5,82E+00;1,72E-01;7,16E-01;3,10E-01;1,34E+02;6,30E-02;1,11E+02;8,80E+01;9,32E-01;1,07E+06;8,60E+01;8,04E-01;2,45E-01;0,00E+00;1,00E+00;6;0;5,5;5,5;2
D. scoparium;Medium;11;S;햜ice;D. scoparium Medium;DIMH (11).jpg;3,13E-02;3,25E+01;2,97E-01;1,83E-01;2,86E-01;1,82E-01;1,73E+00;8,66E-02;1,07E-01;4,14E-01;1,48E-01;3,49E-01;1,14E-01;5,92E+00;1,31E-01;3,07E+00;3,26E-01;7,77E-01;4,15E-01;3,70E+00;1,42E-01;8,40E+01;2,01E+02;3,77E+00;3,55E+06;1,15E+02;1,35E+00;3,02E+00;0,00E+00;1,00E+00;DIMS (11).jpg;2,59E-02;2,96E+01;2,83E-01;2,22E-01;2,79E-01;2,19E-01;9,01E-01;7,96E-02;1,62E-01;3,96E-01;1,20E-01;3,57E-01;9,22E-02;1,10E+01;4,01E-01;3,87E+00;2,59E-01;8,74E-01;3,99E-01;9,31E+00;1,01E-01;7,60E+01;2,32E+02;3,05E+00;2,64E+06;1,18E+02;-6,35E-02;-2,84E-01;0,00E+00;1,00E+00;6;2;10,25;10,25;1
D. scoparium;Medium;12;L;F. Apical;D. scoparium Medium;DIMH (12).jpg;1,88E-02;2,53E+01;3,97E-01;2,23E-01;3,84E-01;2,23E-01;9,59E-01;1,24E-01;1,84E-01;4,34E-01;8,07E-02;3,98E-01;6,01E-02;1,29E+00;2,56E-01;6,62E+00;1,51E-01;7,54E-01;4,36E-01;4,89E+00;7,90E-02;1,17E+02;2,18E+02;1,79E+00;1,59E+06;9,00E+01;1,12E+00;2,73E+00;0,00E+00;1,00E+00;DIMS (12).jpg;1,06E-02;3,47E+01;3,31E-01;2,78E-01;3,22E-01;2,78E-01;1,06E+00;5,45E-02;2,27E-01;4,47E-01;1,16E-01;3,48E-01;3,90E-02;1,14E+01;1,19E-01;8,92E+00;1,12E-01;3,93E-01;4,47E-01;7,42E+00;9,75E-02;5,00E+01;3,08E+02;1,32E+00;1,12E+06;1,28E+02;-3,31E-01;-7,99E-01;0,00E+00;1,00E+00;6;0;5,25;5,25;3
D. scoparium;Medium;13;L;F. Intermedio;D. scoparium Medium;DIMH (13).jpg;1,35E-02;2,58E+01;2,45E-01;1,89E-01;2,46E-01;1,89E-01;7,97E-01;3,41E-02;1,17E-01;3,47E-01;1,32E-01;3,05E-01;5,65E-02;1,81E+01;2,68E-01;5,40E+00;1,85E-01;6,42E-01;3,54E-01;1,14E+01;7,16E-02;3,30E+01;2,06E+02;1,55E+00;1,45E+06;1,10E+02;2,24E+00;7,93E+00;0,00E+00;1,00E+00;DIMS (13).jpg;9,94E-03;2,52E+01;1,64E-01;2,34E-01;1,70E-01;2,38E-01;7,37E-01;5,79E-02;1,59E-01;2,39E-01;2,23E-01;2,60E-01;4,86E-02;1,45E+02;2,30E-01;5,35E+00;1,87E-01;5,14E-01;3,04E-01;1,38E+02;7,34E-02;6,00E+01;1,54E+02;9,85E-01;9,23E+05;9,50E+01;6,11E-01;9,21E-01;0,00E+00;1,00E+00;6;0;5,25;5,25;3
D. scoparium;Medium;14;L;F. Intermedio;D. scoparium Medium;DIMH (14).jpg;1,81E-02;2,83E+01;2,04E-01;2,10E-01;2,05E-01;2,11E-01;8,46E-01;9,09E-02;1,42E-01;3,05E-01;1,54E-01;2,39E-01;9,64E-02;1,39E+01;3,18E-01;2,48E+00;4,03E-01;6,26E-01;3,10E-01;1,05E+01;1,44E-01;8,70E+01;2,05E+02;1,78E+00;1,63E+06;9,50E+01;1,27E+00;3,52E+00;0,00E+00;1,00E+00;DIMS (14).jpg;1,13E-02;2,77E+01;2,54E-01;1,65E-01;2,52E-01;1,64E-01;7,14E-01;5,23E-02;1,10E-01;3,04E-01;1,11E-01;2,12E-01;6,81E-02;1,70E+02;2,79E-01;3,11E+00;3,22E-01;5,89E-01;3,08E-01;1,71E+02;1,06E-01;5,00E+01;1,46E+02;1,32E+00;1,21E+06;1,16E+02;1,18E-01;-5,64E-02;0,00E+00;1,00E+00;1;0;0,25;1,75;3
D. scoparium;Medium;15;L;F. Intermedio;D. scoparium Medium;DIMH (15).jpg;1,34E-02;3,20E+01;2,36E-01;1,68E-01;2,24E-01;1,67E-01;8,41E-01;7,74E-02;1,35E-01;3,22E-01;7,22E-02;3,09E-01;5,52E-02;2,91E+00;2,38E-01;5,59E+00;1,79E-01;7,50E-01;3,28E-01;1,24E+01;6,69E-02;7,60E+01;1,96E+02;1,49E+00;1,36E+06;1,09E+02;8,60E-01;7,92E-01;0,00E+00;1,00E+00;DIMS (15).jpg;7,41E-03;2,52E+01;2,38E-01;2,65E-01;2,38E-01;2,66E-01;6,61E-01;9,91E-02;2,33E-01;2,91E-01;6,51E-02;2,67E-01;3,54E-02;1,08E+01;2,13E-01;7,54E+00;1,33E-01;7,34E-01;2,93E-01;6,27E+00;4,68E-02;9,60E+01;2,71E+02;1,14E+00;1,07E+06;1,55E+02;-2,88E-01;-5,21E-02;0,00E+00;1,00E+00;6;0;5,75;5,75;1
D. scoparium;Medium;16;S;F. Intermedio;D. scoparium Medium;DIMH (16).jpg;1,81E-02;2,23E+01;2,42E-01;2,25E-01;2,41E-01;2,23E-01;7,64E-01;1,60E-01;1,31E-01;1,65E-01;1,99E-01;1,71E-01;1,35E-01;8,79E+01;3,91E-01;1,27E+00;7,89E-01;8,20E-01;1,99E-01;8,85E+01;1,52E-01;2,47E+02;3,15E+02;1,20E+00;1,10E+06;6,40E+01;2,66E+00;1,74E+01;0,00E+00;1,00E+00;DIMS (16).jpg;1,18E-02;5,84E+01;1,91E-01;1,75E-01;1,73E-01;1,79E-01;7,01E-01;6,92E-02;9,09E-02;2,28E-01;1,37E-01;1,88E-01;7,99E-02;1,27E+01;3,03E-01;2,36E+00;4,24E-01;6,01E-01;2,30E-01;9,29E+00;1,37E-01;6,70E+01;2,04E+02;1,40E+00;1,32E+06;1,18E+02;2,85E-02;-1,35E+00;0,00E+00;1,00E+00;6;2;7,75;9,25;3
D. scoparium;Medium;17;S;F. Intermedio;D. scoparium Medium;DIMH (17).jpg;3,20E-02;4,84E+01;2,07E-01;2,18E-01;2,10E-01;2,11E-01;1,12E+00;4,46E-02;1,63E-01;3,87E-01;1,38E-01;3,80E-01;1,07E-01;5,99E+00;3,21E-01;3,54E+00;2,83E-01;8,31E-01;3,88E-01;1,77E+02;1,28E-01;4,20E+01;1,83E+02;4,10E+00;3,64E+06;1,38E+02;-4,67E-01;-4,56E-01;0,00E+00;1,00E+00;DIMS (17).jpg;2,79E-02;5,40E+01;2,21E-01;2,13E-01;2,27E-01;2,07E-01;1,18E+00;5,79E-02;1,53E-01;3,81E-01;1,35E-01;3,62E-01;9,81E-02;1,75E+02;2,50E-01;3,69E+00;2,71E-01;7,25E-01;3,85E-01;1,72E+02;1,28E-01;5,60E+01;1,94E+02;4,17E+00;3,91E+06;1,63E+02;-8,03E-01;-2,15E-01;0,00E+00;1,00E+00;3;0;4,25;5,75;1
D. scoparium;Medium;18;L;F. Intermedio;D. scoparium Medium;DIMH (18).jpg;1,37E-02;1,87E+01;1,70E-01;1,85E-01;1,72E-01;1,86E-01;7,03E-01;3,77E-02;1,48E-01;3,14E-01;8,05E-02;3,06E-01;5,68E-02;4,91E+00;3,47E-01;5,39E+00;1,86E-01;8,22E-01;3,17E-01;7,60E+00;7,48E-02;3,60E+01;1,98E+02;1,06E+00;9,67E+05;7,40E+01;3,28E+00;2,19E+01;0,00E+00;1,00E+00;DIMS (18).jpg;1,16E-02;2,21E+01;1,51E-01;2,18E-01;1,53E-01;2,20E-01;6,79E-01;3,51E-02;1,49E-01;2,71E-01;1,88E-01;2,41E-01;6,16E-02;1,48E+02;3,18E-01;3,91E+00;2,56E-01;7,97E-01;3,09E-01;1,50E+02;8,14E-02;3,40E+01;1,77E+02;1,15E+00;1,08E+06;9,50E+01;1,28E+00;2,12E+00;0,00E+00;1,00E+00;6;0;5,5;5,5;2
D. scoparium;Medium;19;L;F. Intermedio;D. scoparium Medium;DIMH (19).jpg;1,18E-02;2,53E+01;2,24E-01;2,57E-01;2,12E-01;2,50E-01;8,05E-01;6,69E-02;1,18E-01;2,93E-01;1,96E-01;2,39E-01;6,30E-02;1,53E+02;2,29E-01;3,80E+00;2,64E-01;4,55E-01;3,40E-01;1,49E+02;1,06E-01;6,30E+01;1,20E+02;1,11E+00;9,83E+05;9,30E+01;1,84E+00;9,14E+00;0,00E+00;1,00E+00;DIMS (19).jpg;7,99E-03;3,28E+01;2,13E-01;2,59E-01;2,17E-01;2,58E-01;7,57E-01;8,92E-02;1,91E-01;3,21E-01;1,09E-01;1,95E-01;5,22E-02;1,73E+02;1,75E-01;3,73E+00;2,68E-01;3,85E-01;3,21E-01;1,76E+02;9,41E-02;8,40E+01;1,97E+02;9,65E-01;8,56E+05;1,22E+02;-2,62E-02;-3,20E-01;0,00E+00;1,00E+00;3;0;2,25;3,75;3
D. scoparium;Medium;20;S;F. Intermedio;D. scoparium Medium;DIMH (20).jpg;1,44E-02;3,26E+01;2,20E-01;2,24E-01;2,31E-01;2,24E-01;1,07E+00;9,94E-02;1,39E-01;3,24E-01;1,40E-01;2,05E-01;8,91E-02;2,18E+00;1,57E-01;2,31E+00;4,34E-01;4,93E-01;3,25E-01;1,77E+02;1,40E-01;9,50E+01;2,44E+02;1,18E+00;1,07E+06;7,70E+01;1,37E+00;3,74E+00;0,00E+00;1,00E+00;DIMS (20).jpg;1,05E-02;3,45E+01;1,77E-01;2,03E-01;1,84E-01;2,04E-01;1,05E+00;5,91E-02;1,26E-01;2,79E-01;1,86E-01;1,90E-01;7,06E-02;1,65E+02;1,21E-01;2,69E+00;3,72E-01;3,44E-01;3,08E-01;1,44E+02;1,35E-01;8,20E+01;1,20E+02;1,20E+00;1,04E+06;1,14E+02;-2,38E-02;-7,01E-01;0,00E+00;1,00E+00;4;3;5,75;7,25;3
D. scoparium;Medium;21;S;햜ice;D. scoparium Medium;DIMH (21).jpg;2,21E-02;3,28E+01;2,45E-01;2,45E-01;2,48E-01;2,43E-01;1,10E+00;9,98E-02;1,51E-01;3,09E-01;1,85E-01;3,25E-01;8,68E-02;2,62E+01;2,32E-01;3,74E+00;2,67E-01;8,19E-01;3,35E-01;2,32E+01;9,44E-02;9,50E+01;3,09E+02;2,56E+00;2,27E+06;1,09E+02;1,27E+00;2,16E+00;0,00E+00;1,00E+00;DIMS (21).jpg;1,48E-02;3,27E+01;2,41E-01;2,80E-01;2,39E-01;2,78E-01;1,24E+00;6,24E-02;2,26E-01;3,25E-01;1,17E-01;3,03E-01;6,20E-02;1,06E+01;1,21E-01;4,88E+00;2,05E-01;6,05E-01;3,29E-01;8,66E+00;9,02E-02;5,80E+01;2,80E+02;1,47E+00;1,27E+06;9,80E+01;1,11E-01;-5,35E-01;0,00E+00;1,00E+00;6;2;10,25;10,25;1
D. scoparium;Medium;22;L;F. Intermedio;D. scoparium Medium;DIMH (22).jpg;1,75E-02;4,24E+01;1,94E-01;1,01E-01;1,80E-01;9,95E-02;7,17E-01;5,02E-02;5,96E-02;2,76E-01;9,41E-02;2,77E-01;8,07E-02;1,79E+02;4,29E-01;3,43E+00;2,92E-01;8,75E-01;2,76E-01;1,30E+00;8,92E-02;4,80E+01;9,70E+01;1,62E+00;1,48E+06;8,50E+01;1,02E+00;1,70E+00;0,00E+00;1,00E+00;DIMS (22).jpg;1,29E-02;2,96E+01;2,11E-01;1,47E-01;2,17E-01;1,47E-01;6,20E-01;8,57E-02;1,03E-01;2,70E-01;8,15E-02;2,54E-01;6,49E-02;1,71E+02;4,23E-01;3,91E+00;2,56E-01;8,63E-01;2,76E-01;1,69E+02;7,40E-02;8,10E+01;1,06E+02;1,39E+00;1,24E+06;1,08E+02;-1,76E-01;-5,53E-01;0,00E+00;1,00E+00;3;0;2,25;3,75;3
D. scoparium;Medium;23;L;F. Intermedio;D. scoparium Medium;DIMH (23).jpg;1,82E-02;1,61E+01;2,23E-01;1,92E-01;2,21E-01;1,89E-01;7,75E-01;1,15E-01;1,07E-01;2,50E-01;1,59E-01;2,11E-01;1,10E-01;1,54E+02;3,81E-01;1,92E+00;5,20E-01;8,51E-01;2,65E-01;1,59E+02;1,14E-01;1,13E+02;1,43E+02;1,65E+00;1,51E+06;8,90E+01;2,17E+00;1,69E+01;0,00E+00;1,00E+00;DIMS (23).jpg;1,21E-02;2,24E+01;1,85E-01;1,62E-01;1,87E-01;1,64E-01;6,36E-01;8,17E-02;1,15E-01;2,42E-01;1,00E-01;2,18E-01;7,07E-02;1,66E+02;3,76E-01;3,08E+00;3,25E-01;9,01E-01;2,51E-01;1,61E+02;7,57E-02;8,10E+01;1,23E+02;1,51E+00;1,30E+06;1,24E+02;1,14E-01;-2,80E-01;0,00E+00;1,00E+00;6;0;5,5;5,5;2
D. scoparium;Medium;24;S;F. Intermedio;D. scoparium Medium;DIMH (24).jpg;2,04E-02;3,61E+01;2,70E-01;1,91E-01;2,57E-01;1,93E-01;1,01E+00;7,63E-02;1,05E-01;3,39E-01;1,58E-01;2,53E-01;1,02E-01;5,63E+00;2,53E-01;2,47E+00;4,04E-01;6,71E-01;3,40E-01;1,76E+02;1,51E-01;7,40E+01;2,21E+02;1,77E+00;1,66E+06;8,40E+01;1,01E+00;2,14E+00;0,00E+00;1,00E+00;DIMS (24).jpg;1,14E-02;3,97E+01;1,50E-01;3,23E-01;1,51E-01;3,17E-01;1,01E+00;7,43E-02;1,18E-01;1,33E-01;3,72E-01;1,92E-01;7,54E-02;8,63E+01;1,40E-01;2,54E+00;3,94E-01;3,92E-01;3,74E-01;8,45E+01;1,28E-01;9,40E+01;4,69E+02;1,01E+00;9,20E+05;8,20E+01;5,46E-01;-3,63E-01;0,00E+00;1,00E+00;6;6;7,75;9,25;3
